Rank,Player,Team,RAA,Wins,EFscore,Salary,Value
1,RV Uthappa,Kolkata Knight Riders,285,0.968,0.21,"$833,000","$1,696,711"
2,MS Dhoni,Chennai Super Kings,229,0.779,0.14300000000000002,"$2,083,333","$1,466,583"
3,DA Warner,Sunrisers Hyderabad,218,0.742,0.16699999999999998,"$916,000","$1,421,532"
4,SL Malinga,Mumbai Indians,209,0.711,0.152,"$1,350,000","$1,383,786"
5,VR Aaron,Royal Challengers Bangalore,208,0.7070000000000001,0.175,"$333,000","$1,378,916"
6,MM Sharma,Chennai Super Kings,200,0.6809999999999999,0.171,"$333,000","$1,347,258"
7,DA Miller,Kings XI Punjab,192,0.654,0.138,"$833,333","$1,314,383"
8,LMP Simmons,Mumbai Indians,191,0.65,0.14,NA,"$1,309,512"
9,B Kumar,Sunrisers Hyderabad,190,0.648,0.18100000000000002,"$708,000","$1,307,077"
10,Sandeep Sharma,Kings XI Punjab,169,0.5760000000000001,0.145,"$141,000","$1,219,410"
11,SP Narine,Kolkata Knight Riders,169,0.574,0.166,"$700,000","$1,216,974"
12,Karanveer Singh,Kings XI Punjab,153,0.521,0.09699999999999999,"$16,000","$1,152,441"
13,M Vohra,Kings XI Punjab,150,0.51,0.1,"$58,333","$1,139,048"
14,DR Smith,Chennai Super Kings,135,0.45899999999999996,0.166,"$750,000","$1,076,950"
15,RA Jadeja,Chennai Super Kings,103,0.349,0.172,"$916,667","$943,013"
16,BB McCullum,Chennai Super Kings,95,0.32299999999999995,0.128,"$541,000","$911,355"
17,A Nehra,Chennai Super Kings,86,0.294,0.06,"$333,000","$876,045"
18,AM Rahane,Rajasthan Royals,85,0.29,0.094,"$1,333,333","$871,174"
19,AB de Villiers,Royal Challengers Bangalore,83,0.282,0.098,"$1,583,333","$861,434"
20,SK Raina,Chennai Super Kings,81,0.276,0.155,"$1,583,333","$854,128"
21,DJ Hussey,Chennai Super Kings,80,0.272,0.049,"$1,400,000","$849,257"
22,WP Saha,Kings XI Punjab,79,0.26899999999999996,0.115,"$366,000","$845,605"
23,F du Plessis,Chennai Super Kings,78,0.264,0.08,"$791,000","$839,517"
24,RG Sharma,Mumbai Indians,77,0.263,0.12,"$1,916,667","$838,299"
25,Shakib Al Hasan,Kolkata Knight Riders,70,0.239,0.14800000000000002,"$466,000","$809,076"
26,PP Chawla,Kolkata Knight Riders,67,0.22899999999999998,0.10300000000000001,"$708,000","$796,900"
27,S Gopal,Mumbai Indians,67,0.228,0.055999999999999994,"$16,000","$795,683"
28,S Dhawan,Sunrisers Hyderabad,66,0.22399999999999998,0.115,"$2,083,333","$790,812"
29,KM Jadhav,Delhi Daredevils,64,0.21899999999999997,0.054000000000000006,"$333,000","$784,724"
30,NV Ojha,Sunrisers Hyderabad,63,0.214,0.07400000000000001,"$83,000","$778,636"
31,PV Tambe,Rajasthan Royals,56,0.18899999999999997,0.11699999999999999,"$16,000","$748,196"
32,Yuvraj Singh,Royal Challengers Bangalore,52,0.177,0.134,"$2,333,000","$733,585"
33,KK Nair,Rajasthan Royals,48,0.16399999999999998,0.076,"$125,000","$717,756"
34,Ankit Sharma,Rajasthan Royals,47,0.161,0.049,NA,"$714,103"
35,R Dhawan,Kings XI Punjab,46,0.157,0.128,"$500,000","$709,233"
36,Imran Tahir,Delhi Daredevils,42,0.14400000000000002,0.07,NA,"$693,404"
37,JP Duminy,Delhi Daredevils,41,0.14,0.156,"$366,000","$688,534"
38,AR Patel,Kings XI Punjab,36,0.124,0.147,"$125,000","$669,052"
39,SPD Smith,Rajasthan Royals,33,0.113,0.044000000000000004,"$666,000","$655,658"
40,V Sehwag,Kings XI Punjab,32,0.11,0.122,"$533,000","$652,005"
41,NM Coulter-Nile,Delhi Daredevils,31,0.107,0.021,"$708,000","$648,353"
42,YK Pathan,Kolkata Knight Riders,32,0.107,0.07200000000000001,"$541,000","$648,353"
43,MK Pandey,Kolkata Knight Riders,31,0.10400000000000001,0.10099999999999999,"$283,000","$644,700"
